DEAL_ID;DATASET;TITLE;DIRECTION;LINE_TOTAL;DEAL_DURATION_DAYS;DESCRIPTION;COMMENTS;UNIQUE_PRODUCT_COUNT;DIRECTION_COUNT;DIRECTION_BREAKDOWN;COMPONENT_SUMMARY;MATERIALS;BUNDLE_KEY;SAMPLE_PRODUCTS
32418;offers;Открытка бумага Verona белый лен с конвертом 10х21 см;Печатная;41338;7;Открытка бумага Verona белый лен размер 10х21 см с печатью+конверт. Двусторонняя лазерная печать открыток и печать на внешней стороне конверта. Срок изготовления 1-2 дня.;;5;1;Печатная: 100% (41338 руб);"Конверт/Папка с плоским карманом Сборка более 100 шт Печатная x200 = 14000 руб; Верона А4 бум. Лен белый 1 шт Печатная x200 = 13700 руб; Открытка 10х21 Печать 121-400 шт Печатная x200 = 4828 руб; Верона бум. Открытка Лен белый 10х21см 1 шт x200 = 4566 руб; А4 Печать 4+0 121-400 шт Печатная x200 = 4244 руб";;4524|4652|5516|5718|6754;Верона А4 бум. Лен белый 1 шт Печатная | А4 Печать 4+0 121-400 шт Печатная | Конверт/Папка с плоским карманом Сборка более 100 шт Печатная | Открытка 10х21 Печать 121-400 шт Печатная | Верона бум. Открытка Лен белый 10х21см 1 шт
67354;offers;Открытка бумага Verona слоновая кость с конвертом 10х21 см;Печатная;41338;7;Открытка бумага Verona слоновая кость размер 10х21 см с печатью+конверт. Двусторонняя лазерная печать открытки и печать на внешней стороне конверта. Срок изготовления 1-2 дня.;;5;1;Печатная: 100% (41338 руб);"Конверт/Папка с плоским карманом Сборка более 100 шт Печатная x200 = 14000 руб; Верона А4 бум. Лен слон. кость 1 шт Печатная x200 = 13700 руб; Открытка 10х21 Печать 121-400 шт Печатная x200 = 4828 руб; Верона бум. Открытка Лен слон. кость 10х21см 1 шт x200 = 4566 руб; А4 Печать 4+0 121-400 шт Печатная x200 = 4244 руб";;4524|4654|5516|5720|6754;Конверт/Папка с плоским карманом Сборка более 100 шт Печатная | А4 Печать 4+0 121-400 шт Печатная | Верона А4 бум. Лен слон. кость 1 шт Печатная | Верона бум. Открытка Лен слон. кость 10х21см 1 шт | Открытка 10х21 Печать 121-400 шт Печатная
26522;offers;"Световая вывеска ""МАГАЗИН""";Цех;41086;172;Вывеска изготовлена по надежной технологии, обеспечивающей максимальную заметность и длительный срок службы. Объемные буквы производятся из ПВХ, оклеенного белой виниловой пленкой, что гарантирует устойчивость к погодным условиям. Лицевая часть - литой акриловый лист с высокими светопропускающими свойствами. Используется яркая светодиодная лента (LED) с фронтальной подсветкой, создающая равномерное свечение без темных зон. Четкий и нейтральный шрифт Proxima Nova Bold обеспечивает отличную читаемость для магазинов любого профиля. Вы можете полностью кастомизировать вывеску под специфику вашего бизнеса. Доступны различные типы крепления: настенное, на кронштейнах, на подложке или сквозное для стеклянных витрин. Дополнительные элементы: добавление вашего логотипа, названия магазина, графических иконок (например, для продуктового, хозяйственного или одежного магазина), режима работы. Изготовление за 4-7 дней. Блок питания в комплекте. Цена указана без учета стоимости доставки и монтажа.;;6;1;Цех: 100% (41086 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x16.5 = 12702 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x16.5 = 7293 руб; Свет для буквы лента 4-10 мп Цех x8.3 = 5744 руб; Монтаж буквы простой в цеху 11-50 мп Цех x16.5 = 5577 руб; Акрил3 молочный 1-2 кв.м x1.23 = 5050 руб; ПВХ8 1-2 кв.м x1.23 = 4720 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8394|8454;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 1-2 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
26282;offers;"Световая вывеска ""ТЕХСТАНЦИЯ""";Цех;41032;164;Светодиодная вывеска «ТЕХСТАНЦИЯ» на фасад: прочные объемные буквы с влагозащищенной подсветкой. Эта световая вывеска создана для технических предприятий: автомастерских, сервисов по ремонту техники, СТО. Яркая влагозащищенная подсветка работает в любую погоду. Мы предлагаем изготовление вывесок в Махачкале с учетом специфики технического бизнеса. Стильный дизайн отражает современный подход к обслуживанию. Влагозащищенная конструкция выдерживает дождь, снег, перепады температур. Яркая подсветка привлекает клиентов в темное время суток. Срок службы 7-10 лет даже в условиях автомастерской. Комплектация: буквы + блок питания. Срок: 4-7 рабочих дней. Гарантия: 2 года. Чтобы заказать вывеску, свяжитесь с нами для консультации.;;6;1;Цех: 100% (41032 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x17.1 = 13164 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x17.1 = 7558 руб; Свет для буквы лента 4-10 мп Цех x8.6 = 5951 руб; Монтаж буквы простой в цеху 11-50 мп Цех x17.1 = 5780 руб; Акрил3 молочный 1-2 кв.м x1.08 = 4434 руб; ПВХ8 1-2 кв.м x1.08 = 4145 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8394|8454;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 1-2 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
30620;offers;"Световая вывеска ""БАРБЕРШОП""";Цех;41027.07;263;Световая вывеска «БАРБЕРШОП» — это не просто табличка, а ключевой элемент фирменного стиля, который создает правильное первое впечатление о вашем заведении. Мы производим рекламные вывески, учитывающие эстетику и динамику рынка мужских услуг. Ключевые преимущества и технические особенности: Яркая светодиодная подсветка лицевой стороны: Четкое и равномерное свечение, подчеркивающее геометрию букв. Вывеска сохраняет отличную видимость как днем, так и в темное время суток. Гладкая белая поверхность из литого акрила на прочном корпусе из ПВХ. Строгий и стильный вид, устойчивость к внешним воздействиям. Использование шрифта Proxima Nova Bold обеспечивает отличную читаемость и соответствует современным трендам в дизайне.  Блок питания для светодиодов входит в комплект поставки. Срок изготовления вывески — 4-7 рабочих дней. Базовая надпись «БАРБЕРШОП» может быть адаптирована — дополнена названием вашей сети, логотипом или специализацией. В стоимость не входят доставка и монтаж — эти услуги рассчитываются и предоставляются отдельно. Оптимален для размещения на фасаде. Возможно изготовление как большего, так и меньшего формата по вашему ТЗ. Закажите расчет для вашего барбершопа прямо сейчас, чтобы получить индивидуальное коммерческое предложение и точные сроки!;;6;1;Цех: 100% (41027 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x17.3 = 13318 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x17.3 = 7647 руб; Свет для буквы лента 4-10 мп Цех x8.65 = 5986 руб; Монтаж буквы простой в цеху 11-50 мп Цех x17.3 = 5847 руб; Акрил3 молочный 1-2 кв.м x1.036 = 4253 руб; ПВХ8 1-2 кв.м x1.036 = 3976 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8394|8454;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 1-2 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
37422;offers;"Световая вывеска ""УНИВЕРСАМ""";Цех;40964.07;164;Светодиодная вывеска «УНИВЕРСАМ» на фасад: крупные объемные буквы с яркой подсветкой. Эта световая вывеска создана для универсамов и супермаркетов: крупные буквы и яркая подсветка привлекают внимание с дальнего расстояния. Мы предлагаем профессиональное изготовление вывесок в Махачкале для предприятий розничной торговли. Для максимальной видимости используются объемные буквы увеличенного размера из ПВХ с белой пленкой и лицевой панелью из литого акрила. Мощная светодиодная фронтальная подсветка обеспечивает равномерное яркое свечение. Четкий шрифт Proxima Nova Bold легко читается. Материалы устойчивы к любым погодным условиям (срок службы 5-8 лет).  Комплектация: буквы + блок питания. Срок: 4-7 рабочих дней. Гарантия: 2 года. Чтобы заказать вывеску, свяжитесь с нами для консультации.;;6;1;Цех: 100% (40964 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x16.4 = 12625 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x16.4 = 7249 руб; Свет для буквы лента 4-10 мп Цех x9.84 = 6809 руб; Монтаж буквы простой в цеху 11-50 мп Цех x16.4 = 5543 руб; Акрил3 молочный 1-2 кв.м x1.1 = 4516 руб; ПВХ8 1-2 кв.м x1.1 = 4222 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8454|9822;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 1-2 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
29304;offers;Самоклейка стандартная с глянцевой ламинацией;Сольвент;40950;1;Винил стандартная печать 50 м² глянцевая с ламинацией.;;2;1;Сольвент: 100% (40950 руб);"Винил стандартная печать более 50 кв.м x50 = 24700 руб; Ламинация с накаткой для стандартной печати холодная матовая более 50 кв.м x50 = 16250 руб";Винил;6286|6358;Ламинация с накаткой для стандартной печати холодная матовая более 50 кв.м | Винил стандартная печать более 50 кв.м
29368;offers;Самоклейка стандартная с матовой ламинацией;Сольвент;40950;1;Винил стандартная печать 50 м² с матовой ламинацией.;;2;1;Сольвент: 100% (40950 руб);"Винил стандартная печать более 50 кв.м x50 = 24700 руб; Ламинация с накаткой для стандартной печати холодная матовая более 50 кв.м x50 = 16250 руб";Винил;6286|6358;Ламинация с накаткой для стандартной печати холодная матовая более 50 кв.м | Винил стандартная печать более 50 кв.м
42996;offers;Листовка А3 стандарт 200 гр/м2 односторонняя;Печатная;40920;0;Листовка - это лист бумаги, который обычно используется для рекламы или распространения информации. Листовки часто распространяются на улицах, в магазинах, на мероприятиях или почтой, чтобы привлечь внимание целевой аудитории к какому-то продукту, услуге, событию или идее. Они могут содержать текст, изображения, графику и контактную информацию. Листовка формата А3 (42 x 29,7 см), односторонняя лазерная полноцветная печать. Бумага DNS плотностью 200 гр/м2. Срок производства 1-2 дня.;;2;1;Печатная: 100% (40920 руб);"А3 Печать 4+0 от 601 шт 1-3 дня Печатная x1000 = 26520 руб; НЕВИЯ А3 бум. 200 гр. 1 шт Печатная x1000 = 14400 руб";;4322|7842;А3 Печать 4+0 от 601 шт 1-3 дня Печатная | НЕВИЯ А3 бум. 200 гр. 1 шт Печатная
32728;offers;Оклейка транспорта самоклейка с ламинацией ровная поверхность;Сольвент;40800;7;Брендирование транспорта материал винил с ламинацией. Оклейка ровной поверхности.;;3;2;"Сольвент: 59% (24000 руб); Цех: 41% (16800 руб)";"Оклейка ровной поверхности пленкой 10-20 кв.м Цех x20 = 16800 руб; Винил/Баннер интерьерная печать 10-20 кв.м x20 = 16500 руб; Ламинация с накаткой для стандартной печати холодная глянцевая 10-20 кв.м x20 = 7500 руб";Пленка, Баннер, Винил;6294|6330|9140;Оклейка ровной поверхности пленкой 10-20 кв.м Цех | Ламинация с накаткой для стандартной печати холодная глянцевая 10-20 кв.м | Винил/Баннер интерьерная печать 10-20 кв.м
29206;offers;Прямоугольная бумажная этикетка 100х250 мм;Печатная;40755;18;Этикетка прямоугольная 100х250 мм на самоклеящейся бумаге.  Качественная печать этикеток и наклеек. В условиях высокой конкуренции визуальное восприятие решает все. Стильная, четкая и прочная этикетка на бутылку, банку или коробку говорит о качестве содержимого. Она доносит до клиента преимущества, состав и условия использования, обеспечивая безопасность и удовлетворенность. Мы создаем решения для различных нужд, используя современную лазерную печать, которая гарантирует высокую четкость и стойкость изображения.   Срок производства 1-2 дня. Загрузите ваш макет для бесплатной проверки и получите точный расчет стоимости уже сегодня!;;2;1;Печатная: 100% (40755 руб);"Печать самоклеящейся бумаги без резки лист 30х45 401-600 шт Печатная x500 = 37955 руб; Ручная резка стикеров на гильотине только квадратные и прямоугольные более 500 мп Печатная x1400 = 2800 руб";;10840|7266;Печать самоклеящейся бумаги без резки лист 30х45 401-600 шт Печатная | Ручная резка стикеров на гильотине только квадратные и прямоугольные более 500 мп Печатная
47080;offers;Короб световой настенный баннерный 150х150 см;Цех;40655.41;16;Объемный короб с подсветкой лица. Корпус короба - композит. Подсветка – лампы. Лицевая часть - световой баннер с печатью. Цена указана без учета стоимости доставки и монтажа. Стабилизатор входит в комплект поставки. Срок производства 14-21 рабочих дней.;;9;2;"Цех: 78% (31655 руб); Сольвент: 22% (9000 руб)";"Баннер печать световой 1-5 кв.м x2.25 = 9000 руб; Сборка светового короба Баннер 1-3 кв.м Цех x2.25 = 5985 руб; Сварка металлокаркаса и покраска короб 1-3 кв.м Цех x2.25 = 5670 руб; Стабилизатор 1 кВт 1 шт Цех x1 = 5511 руб; Торец короба с установкой композит матовый 3-10 мп Цех x6 = 5327 руб; Лампа светодиодная 60 см 10-20 шт x18 = 2970 руб; Свет монтаж лампы в цеху 10-20 шт Цех x18 = 2592 руб; Труба профильная 20х20 1,5 мм металлическая 10-100 мп x15 = 1920 руб; Оцинковка 0,4 мм 2-5 кв.м x2.25 = 1680 руб";LED, Композит, Баннер, Металл;8004|8222|8258|8310|8346|8708|8734|8780|8788;Стабилизатор 1 кВт 1 шт Цех | Труба профильная 20х20 1,5 мм металлическая 10-100 мп | Сварка металлокаркаса и покраска короб 1-3 кв.м Цех | Баннер печать световой 1-5 кв.м | Сборка светового короба Баннер 1-3 кв.м Цех
25444;offers;Листовка А3 стандарт 250 гр/м2 двусторонняя;Печатная;40625;0;Листовка - это лист бумаги, который обычно используется для рекламы или распространения информации. Листовки часто распространяются на улицах, в магазинах, на мероприятиях или почтой, чтобы привлечь внимание целевой аудитории к какому-то продукту, услуге, событию или идее. Они могут содержать текст, изображения, графику и контактную информацию. Листовка формата А3 (42 x 29,7 см), двусторонняя лазерная полноцветная печать (4+4). Бумага матовая DNS плотностью 250 гр/м2. Срок производства 1-2 дня.;;2;1;Печатная: 100% (40625 руб);"А3 Печать 4+4 401-600 шт 1-3 дня Печатная x500 = 31825 руб; НЕВИЯ А3 бум. 250 гр. 1 шт Печатная x500 = 8800 руб";;4316|7844;А3 Печать 4+4 401-600 шт 1-3 дня Печатная | НЕВИЯ А3 бум. 250 гр. 1 шт Печатная
29422;offers;Листовка А5 стандарт 250 гр/м2 двусторонняя;Печатная;40620;96;Листовка - это лист бумаги, который обычно используется для рекламы или распространения информации. Листовки часто распространяются на улицах, в магазинах, на мероприятиях или почтой, чтобы привлечь внимание целевой аудитории к какому-то продукту, услуге, событию или идее. Они могут содержать текст, изображения, графику и контактную информацию. Листовка формата А5 (14,8х21см), двусторонняя лазерная полноцветная печать (4+4). Бумага матовая DNS плотностью 250 гр/м2. Срок производства 1-2 дня;;2;1;Печатная: 100% (40620 руб);"А5 Печать 4+4 1601-2400 шт Печатная x2000 = 31820 руб; НЕВИЯ А5 бум. 250 гр. 1 шт Печатная x2000 = 8800 руб";;4722|4802;А5 Печать 4+4 1601-2400 шт Печатная | НЕВИЯ А5 бум. 250 гр. 1 шт Печатная
27524;offers;Брошюра А3 DNS 4 листа на металлической пружине;Печатная;40544;5;Брошюра формата А3 (297х420 мм). Крепление металлической пружиной по длинной или короткой стороне. Обложка матовая, бумага DNS плотностью 200 гр/м2 с двухсторонней полноцветной лазерной печатью. Внутренний блок – 2 листа. Бумага DNS плотностью 120 гр/м2 с полноцветной двухсторонней печатью.  Брошюры и каталоги позволяют выгодно подать информацию о товарах, услугах. Эта полиграфия может быть выполнена в виде: коммерческого предложения (товары, услуги), информационного проспекта, каталога продукции. Включая такой печатный продукт в комплектацию заказа, вы стимулируете клиента к дальнейшим покупкам, демонстрируете лучшие позиции ассортимента. Благодаря методу лазерной печати возможно изготовление брошюр в малых тиражах (от 1 шт.). Это выгодный вариант при проведении лимитированных распродаж, ограниченных по времени акций. Наши сотрудники ответят на возникшие вопросы, согласуют детали заказа и сроки его выполнения. Вы можете получить консультацию эксперта по телефону или заполнив форму обратной связи. Срок производства 1-3 рабочих дней.;;4;1;Печатная: 100% (40544 руб);"А3 Печать 4+4 201-400 шт 1-3 дня Печатная x400 = 29704 руб; Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная x100 = 5500 руб; НЕВИЯ А3 бум. 200 гр. 1 шт Печатная x200 = 2880 руб; НЕВИЯ А3 бум. 120 гр. 1 шт Печатная x200 = 2460 руб";Металл;4312|6090|7838|7842;Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная | А3 Печать 4+4 201-400 шт 1-3 дня Печатная | НЕВИЯ А3 бум. 200 гр. 1 шт Печатная | НЕВИЯ А3 бум. 120 гр. 1 шт Печатная
47074;offers;Короб световой настенный композитный с прорезкой 250х50 см;Цех;40501.8;16;Объемный короб с подсветкой лица. Корпус короба - композит. Подсветка – световая лента. Лицевая часть - композит вырезной с молочным акрилом. Цена указана без учета стоимости доставки и монтажа. Блок питания и стабилизатор входят в комплект поставки. Срок производства 14-21 рабочих дней.;;10;1;Цех: 100% (40502 руб);"Свет для буквы лента 11-30 мп Цех x17.5 = 11321 руб; Сборка светового короба Композит с прорезкой 1-3 кв.м Цех x1.25 = 6650 руб; Стабилизатор 1 кВт 1 шт Цех x1 = 5511 руб; Акрил3 молочный до 1 кв.м x1.25 = 5434 руб; Композит матовый 1-2 кв.м x1.56 = 5397 руб; Сварка металлокаркаса и покраска рамка с выпусками 1-3 кв.м Цех x1.25 = 2100 руб; Труба профильная 20х20 1,5 мм металлическая 10-100 мп x11 = 1408 руб; Резка листового материала ЧПУ 10-30 мп x20 = 1040 руб; Оцинковка 0,4 мм 1-2 кв.м x1.25 = 992 руб; Блок питания 200 Вт 1 шт x1 = 650 руб";Акрил, Композит, Металл;7728|8234|8282|8452|8696|8706|8756|8780|8788|9846;Свет для буквы лента 11-30 мп Цех | Труба профильная 20х20 1,5 мм металлическая 10-100 мп | Сварка металлокаркаса и покраска рамка с выпусками 1-3 кв.м Цех | Оцинковка 0,4 мм 1-2 кв.м | Сборка светового короба Композит с прорезкой 1-3 кв.м Цех
34002;offers;"Световая вывеска ""АВТОМАГАЗИН""";Цех;40497.08;164;Световая вывеска «АВТОМАГАЗИН». Мы производим рекламные вывески, рассчитанные на интенсивную эксплуатацию и привлекающие целевую аудиторию. Яркая лицевая светодиодная подсветка: Равномерное свечение по всему контуру крупных, хорошо читаемых букв. Максимальная видимость в любое время суток, особенно эффективна в темное время. Ваш магазин невозможно пропустить. Это напрямую увеличивает поток посетителей, в том числе в вечерние и утренние часы. Прочная и долговечная конструкция: Корпус из ПВХ с белой виниловой пленкой и лицевая часть из литого акрила. Устойчивость к осадкам, перепадам температур, пыли и ультрафиолету. Вывеска годами сохраняет безупречный внешний вид без выцветания и деформации, что избавляет от лишних расходов на замену. Классический шрифт Proxima Nova Bold обеспечивает отличную читаемость с большого расстояния. Надежный блок питания для светодиодов уже входит в набор. Срок изготовления вывески — 4-7 рабочих дней.  Данный вариант является базовым. Мы легко заменим надпись на название вашей компании, добавим логотип или номер телефона.;;6;1;Цех: 100% (40497 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x16.5 = 12702 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x16.5 = 7293 руб; Свет для буквы лента 4-10 мп Цех x9.9 = 6851 руб; Монтаж буквы простой в цеху 11-50 мп Цех x16.5 = 5577 руб; Акрил3 молочный до 1 кв.м x0.96 = 4173 руб; ПВХ8 до 1 кв.м x0.96 = 3901 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8392|8452;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 до 1 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
28318;offers;Брошюра А4 DNS 8 листов на металлической пружине;Печатная;40462;5;Брошюра формата А4 (297х210 мм). Крепление металлической пружиной по длинной или короткой стороне. Обложка матовая, бумага DNS плотностью 200 гр/м2 с двухсторонней полноцветной лазерной печатью. Внутренний блок – 6 листов. Бумага DNS плотностью 120 гр/м2 с полноцветной двухсторонней печатью.  Брошюры и каталоги позволяют выгодно подать информацию о товарах, услугах. Эта полиграфия может быть выполнена в виде: коммерческого предложения (товары, услуги), информационного проспекта, каталога продукции. Включая такой печатный продукт в комплектацию заказа, вы стимулируете клиента к дальнейшим покупкам, демонстрируете лучшие позиции ассортимента. Благодаря методу лазерной печати возможно изготовление брошюр в малых тиражах (от 1 шт.). Это выгодный вариант при проведении лимитированных распродаж, ограниченных по времени акций. Наши сотрудники ответят на возникшие вопросы, согласуют детали заказа и сроки его выполнения. Вы можете получить консультацию эксперта по телефону или заполнив форму обратной связи. Срок производства 1-3 рабочих дней.;;4;1;Печатная: 100% (40462 руб);"А4 Печать 4+4 401-800 шт Печатная x800 = 29704 руб; Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная x100 = 5500 руб; НЕВИЯ А4 бум. 120 гр. 1 шт Печатная x600 = 3690 руб; НЕВИЯ А4 бум. 160 гр. 1 шт Печатная x200 = 1568 руб";Металл;4526|6090|7896|7898;А4 Печать 4+4 401-800 шт Печатная | Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная | НЕВИЯ А4 бум. 120 гр. 1 шт Печатная | НЕВИЯ А4 бум. 160 гр. 1 шт Печатная
28328;offers;Брошюра А4 DNS 12 листов на металлической пружине;Печатная;40462;5;Брошюра формата А4 (297х210 мм). Крепление металлической пружиной по длинной или короткой стороне. Обложка матовая, бумага DNS плотностью 200 гр/м2 с двухсторонней полноцветной лазерной печатью. Внутренний блок – 10 листов. Бумага DNS плотностью 120 гр/м2 с полноцветной двухсторонней печатью.  Брошюры и каталоги позволяют выгодно подать информацию о товарах, услугах. Эта полиграфия может быть выполнена в виде: коммерческого предложения (товары, услуги), информационного проспекта, каталога продукции. Включая такой печатный продукт в комплектацию заказа, вы стимулируете клиента к дальнейшим покупкам, демонстрируете лучшие позиции ассортимента. Благодаря методу лазерной печати возможно изготовление брошюр в малых тиражах (от 1 шт.). Это выгодный вариант при проведении лимитированных распродаж, ограниченных по времени акций. Наши сотрудники ответят на возникшие вопросы, согласуют детали заказа и сроки его выполнения. Вы можете получить консультацию эксперта по телефону или заполнив форму обратной связи. Срок производства 1-3 рабочих дней.;;4;1;Печатная: 100% (40462 руб);"А4 Печать 4+4 401-800 шт Печатная x800 = 29704 руб; Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная x100 = 5500 руб; НЕВИЯ А4 бум. 120 гр. 1 шт Печатная x600 = 3690 руб; НЕВИЯ А4 бум. 160 гр. 1 шт Печатная x200 = 1568 руб";Металл;4526|6090|7896|7898;А4 Печать 4+4 401-800 шт Печатная | Брошюровка на металл пружину 50-100 экз. до 4 мм Печатная | НЕВИЯ А4 бум. 120 гр. 1 шт Печатная | НЕВИЯ А4 бум. 160 гр. 1 шт Печатная
69924;offers;"Неоновая вывеска ""GOODS VIBE ONLY"" (136х80 см)";Цех;40400.35;;Неоновая вывеска GOOD VIBES ONLY размером 136×80 см - современный элемент декора и эффективная неоновая реклама для бизнеса. Вывеска выполнена из гибкого неона на прозрачной акриловой подложке, благодаря чему конструкция выглядит аккуратно и стильно. Яркое свечение создает атмосферу уюта, расслабления и позитивного настроения, что особенно актуально для кафе, лаунж-зон, салонов красоты, студий и фотозон. Возможен выбор цвета неона под интерьер или фирменный стиль. В комплект входит блок питания для подключения. Неоновые вывески помогают создать запоминающийся интерьер и привлекают внимание клиентов. Оставьте заявку на сайте или напишите в мессенджер. Также можно заказать индивидуальные неоновые вывески с вашим текстом или логотипом. Изготавливаем неоновые вывески в Махачкале с гарантией качества и сроком производства от 5 до 7 рабочих дней.;;6;1;Цех: 100% (40400 руб);"Точечная пайка гибкого неона 30-60 шт Цех x43 = 25800 руб; Оргстекло прозрачное4 1-2 кв.м x1.1 = 5806 руб; Гибкий неон 8х16 мм 3-10 мп Цех x8 = 4760 руб; Прокладка гибкого неона 3-10 мп Цех x8 = 2240 руб; Резка листового материала ЧПУ 10-30 мп x24 = 1248 руб; Блок питания 150 Вт 1 шт x1 = 546 руб";Неон, Стекло;23924|23932|23944|8696|8754|9930;Блок питания 150 Вт 1 шт | Оргстекло прозрачное4 1-2 кв.м | Точечная пайка гибкого неона 30-60 шт Цех | Прокладка гибкого неона 3-10 мп Цех | Гибкий неон 8х16 мм 3-10 мп Цех
26386;offers;"Световая вывеска ""СТОЛОВАЯ""";Цех;40150.8;167;Светодиодная вывеска «СТОЛОВАЯ» на фасад: четкие объемные буквы с яркой подсветкой. Эта световая вывеска с объемными буквами - готовое решение для быстрого и эффективного обозначения вашего заведения общественного питания. Мы предлагаем профессиональное изготовление вывесок в Махачкале с учетом требований к видимости и долговечности для предприятий общепита. Вывеска разработана для максимальной читаемости и привлечения внимания. Объемные буквы изготовлены из ПВХ, оклеенного белой виниловой пленкой, что обеспечивает четкий контрастный вид. Лицевая часть - литой акриловый лист с высокими светопропускающими свойствами. Используется яркая светодиодная лента. Шрифт Proxima Nova Bold.  Вы можете адаптировать вывеску под свои нужды: заменить текст «СТОЛОВАЯ» на название вашего заведения, добавить логотип, графические элементы (ложка/вилка, изображение еды), указать часы работы или средний чек. Доступны различные типы крепления: на стену, на кронштейны, на подложку. Долговечность 7-10 лет. Комплектация: буквы, светодиоды, блок питания. Срок производства: 4-7 рабочих дней. Гарантия: 2 года.;;6;1;Цех: 100% (40151 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x16.3 = 12548 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x16.3 = 7205 руб; Свет для буквы лента 4-10 мп Цех x8.2 = 5674 руб; Монтаж буквы простой в цеху 11-50 мп Цех x16.3 = 5509 руб; Акрил3 молочный 1-2 кв.м x1.16 = 4762 руб; ПВХ8 1-2 кв.м x1.16 = 4452 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8394|8454;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 1-2 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
26380;offers;"Световая вывеска ""МАГАЗИН""";Цех;39713.07;167;Вывеска изготовлена по надежной технологии, обеспечивающей максимальную заметность и длительный срок службы. Объемные буквы производятся из ПВХ, оклеенного белой виниловой пленкой, что гарантирует устойчивость к погодным условиям. Лицевая часть - литой акриловый лист с высокими светопропускающими свойствами. Используется яркая светодиодная лента (LED) с фронтальной подсветкой, создающая равномерное свечение без темных зон. Четкий и нейтральный шрифт Proxima Nova Bold обеспечивает отличную читаемость для магазинов любого профиля. Вы можете полностью кастомизировать вывеску под специфику вашего бизнеса. Доступны различные типы крепления: настенное, на кронштейнах, на подложке или сквозное для стеклянных витрин. Дополнительные элементы: добавление вашего логотипа, названия магазина, графических иконок (например, для продуктового, хозяйственного или одежного магазина), режима работы. Изготовление за 4-7 дней. Блок питания в комплекте. Цена указана без учета стоимости доставки и монтажа.;;6;1;Цех: 100% (39713 руб);"Сборка объема ПВХ3 простые 11-50 мп Цех x16.6 = 12779 руб; Оклейка бочины букв пленкой простые 11-50 мп Цех x16.6 = 7337 руб; Свет для буквы лента 4-10 мп Цех x8.3 = 5744 руб; Монтаж буквы простой в цеху 11-50 мп Цех x16.6 = 5611 руб; Акрил3 молочный до 1 кв.м x0.98 = 4260 руб; ПВХ8 до 1 кв.м x0.98 = 3982 руб";ПВХ, Акрил, Пленка;7488|7512|7726|7792|8392|8452;Монтаж буквы простой в цеху 11-50 мп Цех | Свет для буквы лента 4-10 мп Цех | ПВХ8 до 1 кв.м | Оклейка бочины букв пленкой простые 11-50 мп Цех | Сборка объема ПВХ3 простые 11-50 мп Цех
